"","opa_account_num","Parcel_Id","address","MUSA_ID"
"6463","502084500","146N140088","8038%20%20RUGBY%20ST","MUSA_15814"
"6464","883332000","001S220207","1601%20%20WALNUT%20ST","MUSA_15815"
"6465","772534010","004S180171","2501%20%20SOUTH%20ST","MUSA_15816"
"6466","881009200","0Length","310%20S%2010TH%20ST","MUSA_15817"
"6467","881137900","038S150110","6420%20%20DICKENS%20AV","MUSA_15818"
"6468","881171700","0Length","1901%20%20FAUNCE%20ST","MUSA_15819"
"6469","132249400","101N080133","3831%20%20GERMANTOWN%20AV","MUSA_1582"
"6470","241069901","0Length","252%20N%2032ND%20ST","MUSA_15820"
"6471","881004775","0Length","5949%20%20LARCHWOOD%20AV","MUSA_15821"
"6472","214189200","051N100095","7334%20%20VALLEY%20AV","MUSA_15822"
"6473","193085000","042N230104","3427%20N%20ORIANNA%20ST","MUSA_15823"
"6474","OPA IS ZERO LENGTH","005S240479","1204%20%20WEBSTER%20ST","MUSA_15824"
"6475","881174000","0Length","1811%20%20RHAWN%20ST","MUSA_15825"
"6476","881029000","002S230258","2031%20%20LOCUST%20ST","MUSA_15826"
"6477","152058400","006N030184","2226%20%20MT VERNON%20ST","MUSA_15827"
"6478","364288700","012S200167","1642%20S%20TANEY%20ST","MUSA_15828"
"6479","OPA IS ZERO LENGTH","0Length","4000%20%20CLARISSA%20ST","MUSA_15829"
"6480","482049700","015S170083","2642%20%20DUDLEY%20ST","MUSA_1583"
"6481","871563290","112N100214","6039%20%20TORRESDALE%20AV","MUSA_15830"
"6482","403136400","029S240142","6623%20%20YOCUM%20ST","MUSA_15831"
"6483","591159100","053N060211","714%20E%20HAINES%20ST","MUSA_15832"
"6484","882063725","033N070089","200%20W%20LEHIGH%20AV","MUSA_15833"
"6485","463048400","022S200052","5504%20%20CEDAR%20AV","MUSA_15834"
"6486","OPA IS ZERO LENGTH","0Length","4747%20%20PENNYPACK%20ST","MUSA_15835"
"6487","11336145","009S190358","1323%20S%20REESE%20ST","MUSA_15836"
"6488","881299330","0Length","5110%20N%206TH%20ST","MUSA_15837"
"6489","72066800","041N120092","3347%20%20MUTTER%20ST","MUSA_15838"
"6490","886907010","118N020028","4051%20%20FORD%20RD","MUSA_15839"
"6491","OPA IS ZERO LENGTH","126N110023","1630%20%20WELSH%20RD","MUSA_1584"
"6492","91043000","130N230070","239%20E%20GOWEN%20AV","MUSA_15840"
"6493","871011200","002S150221","1214%20%20WALNUT%20ST","MUSA_15841"
"6494","651288110","113N230133","7226%20%20EDMUND%20ST","MUSA_15842"
"6495","871208950","073N120293","1214%20N%2052ND%20ST","MUSA_15843"
"6496","341080900","062N230141","158%20N%2060TH%20ST","MUSA_15844"
"6497","291340700","0Length","1244%20W%20COLLEGE%20AV","MUSA_15845"
"6498","882235505","035S240029","5800%20%20WOODLAND%20AV","MUSA_15846"
"6499","131041100","046N020212","1514%20W%20ERIE%20AV","MUSA_15847"
"6500","403180300","035S190045","6500%20%20LINMORE%20AV","MUSA_15848"
"6501","514118100","028S040010","5665%20%20SPRINGFIELD%20AV","MUSA_15849"
"6502","OPA IS ZERO LENGTH","0Length","7001%20%20HORROCKS%20ST","MUSA_1585"
"6503","621551700","132N190497","6334%20%20REVERE%20ST","MUSA_15850"
"6504","391316670","033S220346","2630%20%20ST CHRISTOPHER%20DR","MUSA_15851"
"6505","885685560","0Length","01%20%20WASHINGTON%20AV","MUSA_15852"
"6506","OPA IS ZERO LENGTH","0Length","7230%20%20EDMUND%20ST","MUSA_15853"
"6507","521339200","099N230098","1725%20N%20PEACH%20ST","MUSA_15854"
"6508","71181900","034N050117","43%20E%20SILVER%20ST","MUSA_15855"
"6509","881074500","142N140223","5600%20%20OGONTZ%20AV","MUSA_15856"
"6510","214053600","051N070111","642%20%20WIGARD%20AVE","MUSA_15857"
"6511","OPA IS ZERO LENGTH","0Length","4500%20%20H%20ST","MUSA_15858"
"6512","273007200","027S210166","1231%20S%20MARKOE%20ST","MUSA_15859"
"6513","871517500","085N210227","5643%20%20CHEW%20AV","MUSA_1586"
"6514","491149700","124N170172","1026%20%20LINDLEY%20AV","MUSA_15860"
"6515","652243100","136N170242","8745%20%20GILLESPIE%20ST","MUSA_15861"
"6516","21107500","006S230066","1207%20%20KIMBALL%20ST","MUSA_15862"
"6517","593137000","051N120192","6363%20%20CHEROKEE%20ST","MUSA_15863"
"6518","406625000","049S010191","3000%20S%2068TH%20ST","MUSA_15864"
"6519","881223000","112N150093","5217%20%20COTTAGE%20ST","MUSA_15865"
"6520","101296200","145N220091","1805%20%2072ND%20AV","MUSA_15866"
"6521","882967070","032N150088","2500%20N%20BROAD%20ST","MUSA_15867"
"6522","621092000","141N190134","1500%20%20ROSALIE%20ST","MUSA_15868"
"6523","621497000","090N040151","5038%20%20GRISCOM%20ST","MUSA_15869"
"6524","OPA IS ZERO LENGTH","0Length","5201%20%20PARKSIDE%20AV","MUSA_1587"
"6525","432288600","100N040075","3739%20N%20FRANKLIN%20ST","MUSA_15870"
"6526","463233500","022S180143","503%20S%2057TH%20ST","MUSA_15871"
"6527","331278100","039N210007","3235%20%20KEIM%20ST","MUSA_15872"
"6528","651254400","141N180452","7704%20%20TORRESDALE%20AV","MUSA_15873"
"6529","OPA IS ZERO LENGTH","001N190131","1017%20%20ARCH%20ST","MUSA_15874"
"6530","583165900","156N020235","15022%20%20LONDON%20RD","MUSA_15875"
"6531","886761652","153N140771","4200%20%20WOODHAVEN%20RD","MUSA_15876"
"6532","OPA IS ZERO LENGTH","0Length","1201%20%20BRANDYWINE%20ST","MUSA_15877"
"6533","881152001","0Length","1651%20E%20MT AIRY%20AV","MUSA_15878"
"6534","777012002","033N040086","100%20E%20LEHIGH%20AV","MUSA_15879"
"6535","884207500","080N060010","3150%20%20ORTHODOX%20ST","MUSA_1588"
"6536","433003500","101N110338","1351%20W%20PIKE%20ST","MUSA_15880"
"6537","886761025","060N120182","400%20N%2050TH%20ST","MUSA_15881"
"6538","422027500","085N100303","169%20W%20RAYMOND%20ST","MUSA_15882"
"6539","281076300","033N210359","2632%20N%2027TH%20ST","MUSA_15883"
"6540","OPA IS ZERO LENGTH","0Length","9488%20%20CONVENT%20LA","MUSA_15884"
"6541","12219500","010S140099","833%20%20DICKINSON%20ST","MUSA_15885"
"6542","NONE FOUND","NONE FOUND","8414%20%20STENTON EVEN%20AV","MUSA_15886"
"6543","OPA IS ZERO LENGTH","0Length","830%20E%20HUNTING PARK%20AV","MUSA_15887"
"6544","882068005","0Length","2550%20%20WELSH%20RD","MUSA_15888"
"6545","401090400","029S050027","2119%20S%2060TH%20ST","MUSA_15889"
"6546","122021700","096N030097","51%20E%20COULTER%20ST","MUSA_1589"
"6547","551386800","138N140274","3400%20%20PRINCETON%20AV","MUSA_15890"
"6548","OPA IS ZERO LENGTH","022N120089","1940%20E%20ALLEGHENY%20AV","MUSA_15891"
"6549","401074400","028S110100","1951%20S%20SALFORD%20ST","MUSA_15892"
"6550","561451100","148N040103","2100%20%20NAPFLE%20AV","MUSA_15893"
"6551","471238400","011N110044","1420%20%20WILLINGTON%20ST","MUSA_15894"
"6552","332160400","058N230083","4416%20%20I%20ST","MUSA_15895"
"6553","OPA IS ZERO LENGTH","0Length","4236%20W%20THOMPSON%20ST","MUSA_15896"
"6554","471129400","012N070126","1508%20W%20OXFORD%20ST","MUSA_15897"
"6555","262049000","041S230289","2609%20S%20BOUVIER%20ST","MUSA_15898"
"6556","881006630","008N100142","1001%20N%202ND%20ST","MUSA_15899"
"6557","884805000","111N150473","6451%20%20VANDIKE%20ST","MUSA_159"
"6558","882069010","152N160032","8800%20%20FRANKFORD%20AV","MUSA_1590"
"6559","881011501","0Length","201%20S%2013TH%20ST","MUSA_15900"
"6560","OPA IS ZERO LENGTH","0Length","155%20E%20GODFREY%20AV","MUSA_15901"
"6561","882250755","0Length","38%20S%2052ND%20ST","MUSA_15902"
"6562","882126103","078N160034","3903%20%20ARAMINGO%20AV","MUSA_15903"
"6563","542400700","139N120106","6700%20%20EASTWOOD%20ST","MUSA_15904"
"6564","452202400","104N010060","2023%20%20CASTOR%20AV","MUSA_15905"
"6565","331082200","039N190074","826%20E%20WILLARD%20ST","MUSA_15906"
"6566","OPA IS ZERO LENGTH","0Length","6920%20%20GERMANTOWN%20AV","MUSA_15907"
"6567","631060200","137N120084","8015%20%20BRIDLE%20RD","MUSA_15908"
"6568","452267600","077N140025","3717%20%20FRANKFORD%20AV","MUSA_15909"
"6569","404165818","037S120296","2509%20%20ROSELLA%20PL","MUSA_1591"
"6570","381202000","035N230291","2831%20N%2027TH%20ST","MUSA_15910"
"6571","881604545","020S110018","4024%20%20SPRUCE%20ST","MUSA_15911"
"6572","881701245","0Length","1615%20N%2023RD%20ST","MUSA_15912"
"6573","232037100","090N110038","1530%20%20CHURCH%20ST","MUSA_15913"
"6574","363103200","012S170244","2125%20%20MOUNTAIN%20ST","MUSA_15914"
"6575","882012350","101N030208","1431%20W%20ERIE%20AV","MUSA_15915"
"6576","61237600","056N140164","448%20N%20HOLLY%20ST","MUSA_15916"
"6577","262129700","033S030072","3198%20S%20Uber%20ST","MUSA_15917"
"6578","61182300","056N160001","325%20N%20PRESTON%20ST","MUSA_15918"
"6579","212462210","094N080065","7017%20%20Silverwood%20ST","MUSA_15919"
"6580","406157100","042S100059","2647%20%20MUHLFELD%20ST","MUSA_1592"
"6581","461070900","021S180032","4615%20%20CEDAR%20AV","MUSA_15920"
"6582","493028600","129N020336","1104%20W%20SOMERVILLE%20AV","MUSA_15921"
"6583","884344230","052N080321","6531%20%20GERMANTOWN%20AV","MUSA_15922"
"6584","871402395","009N100295","1214%20N%20FRONT%20ST","MUSA_15923"
"6585","452352700","027N170210","3619%20%20HELEN%20ST","MUSA_15924"
"6586","161056400","032N160233","2540%20N%20SYDENHAM%20ST","MUSA_15925"
"6587","OPA IS ZERO LENGTH","0Length","3208%20%20RED LION%20RD","MUSA_15926"
"6588","531307700","066N080018","5856%20%20LORETTO%20AV","MUSA_15927"
"6589","785606930","133N050474","4700%20N%208TH%20ST","MUSA_15928"
"6590","412382300","113N220155","7250%20%20MARSDEN%20ST","MUSA_15929"
"6591","OPA IS ZERO LENGTH","156N130076","301%20%20BYBERRY%20RD","MUSA_1593"
"6592","453065300","080N120054","2854%20%20ORTHODOX%20ST","MUSA_15930"
"6593","882055181","014S020046","1675%20S%20CHRISTOPHER COLUMBUS%20BLVD","MUSA_15931"
"6594","778009005","106N080040","2601%20%20HOLME%20AV","MUSA_15932"
"6595","OPA IS ZERO LENGTH","0Length","5032%20N%2016TH%20ST","MUSA_15933"
"6596","582125700","155N110744","813%20%20AVON%20RD","MUSA_15934"
"6597","611436600","119N120031","1311%20%20HAINES%20ST","MUSA_15935"
"6598","471177315","009N190391","1241%20N%2015TH%20ST","MUSA_15936"
"6599","882041870","107N240135","7175%20%20OGONTZ%20AV","MUSA_15937"
"6600","881125145","0Length","2100%20S%2058TH%20ST","MUSA_15938"
"6601","OPA IS ZERO LENGTH","0Length","325%20N%20CHRISTOPHER COLUMBUS%20BLVD","MUSA_15939"
"6602","OPA IS ZERO LENGTH","0Length","32%20S%2032ND%20ST","MUSA_1594"
"6603","882241500","0Length","2200%20S%20CHRISTOPHER COLUMBUS%20BLVD","MUSA_15940"
"6604","OPA IS ZERO LENGTH","0Length","1100%20%20LIVZEY%20LA","MUSA_15941"
"6605","192279901","032N110281","2535%20N%206TH%20ST","MUSA_15942"
"6606","411268300","112N030030","6333%20%20MARSDEN%20ST","MUSA_15943"
"6607","886810562","030N160166","2322%20N%207TH%20ST","MUSA_15944"
"6608","881161010","118N070056","3939%20%20CONSHOHOCKEN%20AV","MUSA_15945"
"6609","162136700","031N200037","2447%20N%2020TH%20ST","MUSA_15946"
"6610","341025400","062N220152","6010%20%20SUMMER%20ST","MUSA_15947"
"6611","622427700","116N020139","5232%20%20BURTON%20ST","MUSA_15948"
"6612","393248400","042S060362","2609%20S%208TH%20ST","MUSA_15949"
"6613","182020100","011N010106","1411%20N%20FRONT%20ST","MUSA_1595"
"6614","881143903","0Length","4821%20%20PINE%20ST","MUSA_15950"
"6615","433183200","101N110039","3947%20N%20BROAD%20ST","MUSA_15951"
"6616","401199000","029S140059","1813%20S%2065TH%20ST","MUSA_15952"
"6617","561238400","118N130129","7749%20%20RICHARD%20ST","MUSA_15953"
"6618","401344900","035S200032","6427%20%20SAYBROOK%20AV","MUSA_15954"
"6619","463181600","022S160126","520%20S%20CONESTOGA%20ST","MUSA_15955"
"6620","581277000","157N180085","9736%20%20SUSAN%20RD","MUSA_15956"
"6621","521203600","070N140055","4512%20%20OVERBROOK%20AV","MUSA_15957"
"6622","886650400","025S150138","6000%20%20BALTIMORE%20AV","MUSA_15958"
"6623","583109447","156N140414","14008%20%20REBECCA%20DR","MUSA_15959"
"6624","112272200","043N080017","3404%20N%2019TH%20ST","MUSA_1596"
"6625","OPA IS ZERO LENGTH","005N210215","1742%20%20GREEN%20ST","MUSA_15960"
"6626","252295100","022N110171","2048%20E%20WISHART%20ST","MUSA_15961"
"6627","51185800","003S090191","621%20%20PINE%20ST","MUSA_15962"
"6628","432225300","100N090193","903%20W%20BUTLER%20ST","MUSA_15963"
"6629","882925440","145N060127","901%20%20TYSON%20AV","MUSA_15964"
"6630","562007500","104N170018","2221%20%20RHAWN%20ST","MUSA_15965"
"6631","OPA IS ZERO LENGTH","0Length","1300%20N%20DELAWARE%20AV","MUSA_15966"
"6632","881604529","020S110033","4040%20%20SPRUCE%20ST","MUSA_15967"
"6633","886602200","0Length","2818%20N%2021ST%20ST","MUSA_15968"
"6634","222250100","091N030055","7039%20%20ARDLEIGH%20ST","MUSA_15969"
"6635","886761420","0Length","3114%20W%20ABBOTTSFORD%20AV","MUSA_1597"
"6636","NONE FOUND","NONE FOUND","00%20N%2038TH%20ST","MUSA_15970"
"6637","783109300","0Length","3910%20%20CONSHOHOCKEN%20AV","MUSA_15971"
"6638","452292300","024N120228","3269%20%20JOYCE%20ST","MUSA_15972"
"6639","881061200","0Length","519%20%20KING%20ST","MUSA_15973"
"6640","OPA IS ZERO LENGTH","0Length","1900%20E%20BIRCH%20ST","MUSA_15974"
"6641","482076500","032S080110","2802%20%20SNYDER%20AV","MUSA_15975"
"6642","102032000","134N200054","6507%20N%2020TH%20ST","MUSA_15976"
"6643","882071600","155N050154","10000%20%20ROOSEVELT%20BLVD","MUSA_15977"
"6644","OPA IS ZERO LENGTH","0Length","1415%20N%20SYDENHAM%20ST","MUSA_15978"
"6645","881094500","087N100125","1300%20E%20JOHNSON%20ST","MUSA_15979"
"6646","882148910","050S030022","3000%20%20ISLAND%20AV","MUSA_1598"
"6647","342307000","069N010205","1400%20N%2062ND%20ST","MUSA_15980"
"6648","12474100","010S160086","1433%20S%2012TH%20ST","MUSA_15981"
"6649","881111127","056N010349","3514%20%20LANCASTER%20AV","MUSA_15982"
"6650","OPA IS NULL","parcel_id","3120%20W%20SCHOOL HOUSE%20LA","MUSA_15983"
"6651","881053220","119N160055","7033%20N%2015TH%20ST","MUSA_15984"
"6652","72120200","122N230086","4303%20N%203RD%20ST","MUSA_15985"
"6653","491243600","115N240363","5020%20N%20FRANKLIN%20ST","MUSA_15986"
"6654","OPA IS ZERO LENGTH","0Length","7141%20%20DUNGAN%20RD","MUSA_15987"
"6655","882920560","065N190189","300%20W%20MT PLEASANT%20AV","MUSA_15988"
"6656","886741500","029N060056","2600%20W%20SUSQUEHANNA%20AV","MUSA_15989"
"6657","365179700","010S190119","1428%20S%20CHADWICK%20ST","MUSA_1599"
"6658","61269800","056N240165","678%20%20BROOKLYN%20ST","MUSA_15990"
"6659","412074600","140N130141","4249%20%20COTTMAN%20AV","MUSA_15991"
"6660","122273200","086N100056","5651%20%20SPRAGUE%20ST","MUSA_15992"
"6661","252215800","022N090081","1944%20E%20ELKHART%20ST","MUSA_15993"
"6662","122273200","086N100056","5651%20%20SPRAGUE%20ST","MUSA_15994"
"6663","886664500","014S180102","2627%20%20MIFFLIN%20ST","MUSA_15995"
"6664","123145300","048N020005","4535%20%20GREENE%20ST","MUSA_15996"
"6665","471249315","011N110223","1405%20N%2017TH%20ST","MUSA_15997"
"6666","778101100","0Length","8220%20%20CASTOR%20AV","MUSA_15998"
"6667","881008220","002N080407","219%20N%2010TH%20ST","MUSA_15999"
"6668","131307600","102N070097","3939%20%20DONATH%20ST","MUSA_16"
"6669","OPA IS ZERO LENGTH","0Length","2100%20%20GRATZ%20ST","MUSA_160"
"6670","273082700","027S190040","1220%20S%2050TH%20ST","MUSA_1600"
"6671","871564410","121N050166","4805%20N%20FRONT%20ST","MUSA_16000"
"6672","622427700","116N020139","5232%20%20BURTON%20ST","MUSA_16001"
"6673","551490000","138N150478","3424%20%20ENGLEWOOD%20ST","MUSA_16002"
"6674","212384200","085N240040","471%20%20AURANIA%20AV","MUSA_16003"
"6675","882749425","101N180274","4201%20N%20BROAD%20ST","MUSA_16004"
"6676","232079100","090N080130","1519%20%20GILLINGHAM%20ST","MUSA_16005"
"6677","OPA IS ZERO LENGTH","0Length","1717%20W%20HUNTING PARK%20AV","MUSA_16006"
"6678","542315100","139N140190","6713%20%20SOUDER%20ST","MUSA_16007"
"6679","OPA IS ZERO LENGTH","0Length","1800%20%20SANSOM%20ST","MUSA_16008"
"6680","886650800","044N190129","2104%20W%20VENANGO%20ST","MUSA_16009"
"6681","311147200","018N170170","2237%20%20BLAIR%20ST","MUSA_1601"
"6682","882682900","112N120009","1115%20%20COTTMAN%20AV","MUSA_16010"
"6683","OPA IS ZERO LENGTH","0Length","105%20N%20ALLISON%20ST","MUSA_16011"
"6684","292300300","011N180122","1450%20N%2030TH%20ST","MUSA_16012"
"6685","OPA IS ZERO LENGTH","024S070013","639%20%20CATHARINE%20ST","MUSA_16013"
"6686","882919565","122N140200","5952%20%20OLD YORK%20RD","MUSA_16014"
"6687","421550400","084N020104","5259%20%20MARWOOD%20RD","MUSA_16015"
"6688","881074500","142N140223","5600%20%20OGONTZ%20AV","MUSA_16016"
"6689","521097400","059N060076","5242%20%20PARKSIDE%20AV","MUSA_16017"
"6690","881074500","142N140223","5600%20%20OGONTZ%20AV","MUSA_16018"
"6691","403255300","029S230082","6851%20%20UPLAND%20ST","MUSA_16019"
"6692","363057800","011S190419","2100%20%20CROSS%20ST","MUSA_1602"
"6693","33121300","025S070019","6116%20%20WASHINGTON%20AV","MUSA_16020"
"6694","882929255","057N010352","4098%20%20LANCASTER%20AV","MUSA_16021"
"6695","212329420","093N240076","259%20%20CINNAMINSON%20ST","MUSA_16022"
"6696","433248200","123N060189","4255%20N%20FAIRHILL%20ST","MUSA_16023"
"6697","871494610","014N230145","1848%20N%20HANCOCK%20ST","MUSA_16024"
"6698","572095545","160N010095","2811%20%20NORCROSS%20LA","MUSA_16025"
"6699","441270200","061N010044","5116%20%20BROWN%20ST","MUSA_16026"
"6700","401185700","029S140068","1744%20S%20AVONDALE%20ST","MUSA_16027"
"6701","301236600","007S070171","2035%20%20CARPENTER%20ST","MUSA_16028"
"6702","OPA IS ZERO LENGTH","069N090076","5919%20%20NASSAU%20ST","MUSA_16029"
"6703","871526670","035N110110","518%20W%20CAMBRIA%20ST","MUSA_1603"
"6704","771702500","001N030192","25%20N%204TH%20ST","MUSA_16030"
"6705","162226200","033N180182","2609%20N%2023RD%20ST","MUSA_16031"
"6706","785667601","0Length","2601%20N%2016TH%20ST","MUSA_16032"
"6707","871207600","061N020024","501%20N%2052ND%20ST","MUSA_16033"
"6708","881004915","061N180174","1218%20N%2055TH%20ST","MUSA_16034"
"6709","OPA IS ZERO LENGTH","0Length","200%20%20APSLEY%20ST","MUSA_16035"
"6710","461134700","027S140122","4514%20%20REGENT%20ST","MUSA_16036"
"6711","341113500","062N240153","49%20N%20MILLICK%20ST","MUSA_16037"
"6712","592232005","052N020227","6305%20%20CARNATION%20ST","MUSA_16038"
"6713","OPA IS ZERO LENGTH","0Length","1819%20%20JOHN F KENNEDY%20BLVD","MUSA_16039"
"6714","192335700","035N110113","520%20W%20CAMBRIA%20ST","MUSA_1604"
"6715","882061520","038S150098","6418%20%20ELMWOOD%20AV","MUSA_16040"
"6716","871005200","001S220024","129%20S%2018TH%20ST","MUSA_16041"
"6717","881125145","0Length","2100%20S%2058TH%20ST","MUSA_16042"
"6718","651254400","141N180452","7704%20%20TORRESDALE%20AV","MUSA_16043"
"6719","322088305","029N050110","2141%20N%2022ND%20ST","MUSA_16044"
"6720","612274600","135N090050","5800%20N%206TH%20ST","MUSA_16045"
"6721","OPA IS ZERO LENGTH","0Length","2101%20%20MARKET%20ST","MUSA_16046"
"6722","662209201","157N190341","10900%20%20KNIGHTS%20RD","MUSA_16047"
"6723","405100054","046S200005","8026%20%20MADISON%20AV","MUSA_16048"
"6724","881566480","001S120001","2013%20%20CHESTNUT%20ST","MUSA_16049"
"6725","192335801","035N110116","522%20W%20CAMBRIA%20ST","MUSA_1605"
"6726","881026300","0Length","135%20S%2020TH%20ST","MUSA_16050"
"6727","OPA IS ZERO LENGTH","013S190081","1701%20S%2028TH%20ST","MUSA_16051"
"6728","881137900","038S150110","6420%20%20DICKENS%20AV","MUSA_16052"
"6729","331001800","036N050059","634%20E%20INDIANA%20AV","MUSA_16053"
"6730","881449400","0Length","6401%20%20MARTINS MILL%20RD","MUSA_16054"
"6731","622163900","117N090102","1941%20E%20CHELTENHAM%20AV","MUSA_16055"
"6732","OPA IS ZERO LENGTH","0Length","4105%20%20ISLAND%20AV","MUSA_16056"
"6733","123120500","047N110012","314%20W%20QUEEN%20LA","MUSA_16057"
"6734","303004306","004S140284","1734%20%20LOMBARD%20ST","MUSA_16058"
"6735","502031700","147N020285","8344%20%20LYNNEWOOD%20RD","MUSA_16059"
"6736","OPA IS ZERO LENGTH","0Length","1300%20%20WOLF%20ST","MUSA_1606"
"6737","403125100","029S220047","6744%20%20UPLAND%20ST","MUSA_16060"
"6738","881000151","010S180241","1401%20S%2016TH%20ST","MUSA_16061"
"6739","881125140","0Length","2000%20S%2058TH%20ST","MUSA_16062"
"6740","102317000","152N040076","1502%20%20CARDEZA%20ST","MUSA_16063"
"6741","OPA IS ZERO LENGTH","0Length","3262%20%20MEMPHIS%20ST","MUSA_16064"
"6742","882073200","0Length","6585%20%20ROOSEVELT%20BLVD","MUSA_16065"
"6743","622022400","089N170077","2036%20%20HAWORTH%20ST","MUSA_16066"
"6744","OPA IS ZERO LENGTH","0Length","4209%20%20STANWOOD%20CT","MUSA_16067"
"6745","161115000","033N150058","2650%20N%20BANCROFT%20ST","MUSA_16068"
"6746","881215555","021S060108","4931%20%20SPRUCE%20ST","MUSA_16069"
"6747","411358500","117N100113","5906%20%20HEGERMAN%20ST","MUSA_1607"
"6748","881155939","0Length","230%20N%2057TH%20ST","MUSA_16070"
"6749","881088500","145N110073","700%20%20CATHEDRAL%20RD","MUSA_16071"
"6750","881445450","028S220211","2001%20S%2059TH%20ST","MUSA_16072"
"6751","881042405","024N120153","3216%20%20FRANKFORD%20AV","MUSA_16073"
"6752","NONE FOUND","NONE FOUND","00%20%20WALT WHITMAN%20BRG","MUSA_16074"
"6753","92259100","128N070055","8713%20%20SHAWNEE%20ST","MUSA_16075"
"6754","OPA IS ZERO LENGTH","146N080084","600%20%20CATHEDRAL%20RD","MUSA_16076"
"6755","451107300","027N050192","2820%20%20CASTOR%20AV","MUSA_16077"
"6756","881224500","0Length","8118%20%20VERREE%20RD","MUSA_16078"
"6757","23116100","005S160113","761%20S%203RD%20ST","MUSA_16079"
"6758","884206005","080N100012","2900%20%20ORTHODOX%20ST","MUSA_1608"
"6759","OPA IS ZERO LENGTH","0Length","600%20W%20HUNTING PARK%20AVE","MUSA_16080"
"6760","OPA IS ZERO LENGTH","0Length","917%20W%20FLORA%20ST","MUSA_16081"
"6761","OPA IS ZERO LENGTH","0Length","02%20%20PIA%20","MUSA_16082"
"6762","OPA IS ZERO LENGTH","0Length","37%20S%2020TH%20ST","MUSA_16083"
"6763","92183100","131N220057","611%20%20ST ANDREW%20RD","MUSA_16084"
"6764","871204350","060N230034","100%20N%20PEACH%20ST","MUSA_16085"
"6765","514078000","028S030068","5418%20%20WINDSOR%20AV","MUSA_16086"
"6766","611247500","139N060251","103%20%20ROSEMAR%20ST","MUSA_16087"
"6767","OPA IS ZERO LENGTH","0Length","8206%20%20GROVERS%20AV","MUSA_16088"
"6768","171044000","118N090018","1608%20W%20RUSCOMB%20ST","MUSA_16089"
"6769","OPA IS ZERO LENGTH","152N240084","8900%20%20ROOSEVELT%20BLVD","MUSA_1609"
"6770","421421100","084N110060","5002%20%20BOUDINOT%20ST","MUSA_16090"
"6771","453274400","081N070068","4550%20%20SALMON%20ST","MUSA_16091"
"6772","OPA IS ZERO LENGTH","056N090258","3901%20%20MARKET%20ST","MUSA_16092"
"6773","OPA IS ZERO LENGTH","0Length","1900%20%20SOLLY%20AV","MUSA_16093"
"6774","111335700","034N190043","2740%20N%20CROSKEY%20ST","MUSA_16094"
"6775","OPA IS ZERO LENGTH","004N170081","1543%20%20SPRING GARDEN%20ST","MUSA_16095"
"6776","OPA IS ZERO LENGTH","0Length","94%20N%2048TH%20ST","MUSA_16096"
"6777","92326100","138N180060","7329%20%20MCCALLUM%20ST","MUSA_16097"
"6778","491218000","115N240241","4948%20N%207TH%20ST","MUSA_16098"
"6779","101266900","119N130029","1425%20%2069TH%20AV","MUSA_16099"
"6780","881125145","0Length","2100%20S%2058TH%20ST","MUSA_161"
"6781","871541020","018N160117","2040%20%20FRANKFORD%20AV","MUSA_1610"
"6782","72206100","044N060081","181%20W%20GLENWOOD%20AV","MUSA_16100"
"6783","521053400","099N210087","5322%20W%20COLUMBIA%20AV","MUSA_16101"
"6784","234011800","090N140035","1402%20%20ADAMS%20AV","MUSA_16102"
"6785","OPA IS NULL","parcel_id","243%20W%20SCHOOL HOUSE%20LA","MUSA_16103"
"6786","886717500","001S070152","1212%20%20LUDLOW%20ST","MUSA_16104"
"6787","881188800","152N171774","2800%20%20WELSH%20RD","MUSA_16105"
"6788","OPA IS ZERO LENGTH","0Length","1800%20E%20MADISON%20ST","MUSA_16106"
"6789","212524060","146N070185","8962%20%20RIDGE%20AV","MUSA_16107"
"6790","881125140","0Length","2000%20S%2058TH%20ST","MUSA_16108"
"6791","481265800","016S130166","2022%20S%20CLEVELAND%20ST","MUSA_16109"
"6792","212278400","093N070044","487%20%20HERMITAGE%20ST","MUSA_1611"
"6793","882884900","026S030060","5214%20%20BALTIMORE%20AV","MUSA_16110"
"6794","881060000","046N150021","5115%20%20WISSAHICKON%20AV","MUSA_16111"
"6795","881125625","0Length","6100%20%20CITY%20AV","MUSA_16112"
"6796","881299330","0Length","5110%20N%206TH%20ST","MUSA_16113"
"6797","363053000","011S190319","2044%20%20DICKINSON%20ST","MUSA_16114"
"6798","365316000","008S170073","1531%20%20LATONA%20ST","MUSA_16115"
"6799","602025300","017S220213","5119%20%20CHESTNUT%20ST","MUSA_16116"
"6800","593143200","049N210082","5923%20%20MCCALLUM%20ST","MUSA_16117"
"6801","871563260","112N100180","6019%20%20TORRESDALE%20AV","MUSA_16118"
"6802","301295100","005S050199","727%20S%2016TH%20ST","MUSA_16119"
"6803","881099030","052N060069","13%20E%20UPSAL%20ST","MUSA_1612"
"6804","514080300","024S120076","5506%20%20WINDSOR%20AV","MUSA_16120"
"6805","491515500","119N200174","4900%20N%2013TH%20ST","MUSA_16121"
"6806","OPA IS ZERO LENGTH","0Length","7800%20%20PENROSE FERRY%20RD","MUSA_16122"
"6807","886651201","007N050153","1515%20%20FAIRMOUNT%20AV","MUSA_16123"
"6808","OPA IS ZERO LENGTH","0Length","30%20S%20YEWDALL%20ST","MUSA_16124"
